dataset,filename,path,extension,duration_sec,sample_rate,channels,subtype,file_size_mb,status
aerosonicdb,000000_2022-12-08_09-31-52_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_09-31-52_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_09-34-42_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_09-34-42_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_09-41-13_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_09-41-13_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_09-41-53_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_09-41-53_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_09-43-03_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_09-43-03_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_09-43-43_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_09-43-43_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_09-44-18_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_09-44-18_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_09-48-04_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_09-48-04_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_09-51-09_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_09-51-09_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_09-53-54_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_09-53-54_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_10-01-59_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_10-01-59_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_10-11-50_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_10-11-50_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_10-19-25_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_10-19-25_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_10-20-10_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_10-20-10_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_10-24-40_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_10-24-40_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_10-40-36_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_10-40-36_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_10-41-06_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_10-41-06_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_10-50-21_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_10-50-21_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_10-52-11_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_10-52-11_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_10-55-26_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_10-55-26_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_10-59-32_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_10-59-32_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-00-02_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-00-02_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-00-37_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-00-37_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-05-07_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-05-07_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-05-37_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-05-37_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-07-12_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-07-12_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-07-47_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-07-47_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-08-17_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-08-17_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-08-58_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-08-58_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-11-28_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-11-28_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-12-08_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-12-08_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-22-13_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-22-13_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-23-38_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-23-38_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-24-23_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-24-23_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-24-53_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-24-53_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-25-24_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-25-24_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-25-54_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-25-54_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-36-14_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-36-14_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-42-09_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-42-09_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-47-30_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-47-30_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_11-54-25_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_11-54-25_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_15-57-46_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_15-57-46_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_15-59-41_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_15-59-41_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-00-12_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-00-12_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-00-42_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-00-42_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-01-12_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-01-12_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-15-47_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-15-47_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-16-27_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-16-27_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-17-03_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-17-03_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-17-48_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-17-48_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-19-53_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-19-53_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-20-23_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-20-23_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-22-38_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-22-38_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-25-33_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-25-33_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-26-03_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-26-03_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-26-49_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-26-49_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-27-19_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-27-19_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-29-59_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-29-59_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-30-34_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-30-34_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-32-49_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-32-49_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-35-49_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-35-49_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-36-20_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-36-20_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-36-50_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-36-50_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-38-00_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-38-00_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-39-15_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-39-15_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-43-45_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-43-45_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-44-35_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-44-35_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-46-31_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-46-31_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-47-21_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-47-21_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-49-11_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-49-11_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-49-41_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-49-41_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-50-11_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-50-11_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-51-16_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-51-16_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-52-21_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-52-21_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-52-51_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-52-51_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-53-21_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-53-21_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-53-52_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-53-52_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-54-38_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-54-38_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-55-08_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-55-08_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-55-48_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-55-48_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-57-29_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-57-29_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-57-59_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-57-59_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_16-58-29_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_16-58-29_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_17-02-44_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_17-02-44_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_17-03-14_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_17-03-14_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_17-03-44_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_17-03-44_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_17-04-15_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_17-04-15_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_17-04-45_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_17-04-45_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_17-05-15_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_17-05-15_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-08_17-05-45_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-08_17-05-45_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-26-35_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-26-35_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-27-51_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-27-51_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-28-45_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-28-45_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-30-43_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-30-43_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-31-33_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-31-33_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-32-23_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-32-23_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-33-13_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-33-13_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-34-05_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-34-05_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-35-30_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-35-30_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-37-00_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-37-00_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-38-03_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-38-03_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-38-57_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-38-57_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-39-47_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-39-47_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-40-52_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-40-52_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-41-42_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-41-42_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-42-32_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-42-32_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-44-24_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-44-24_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-45-15_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-45-15_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-46-05_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-46-05_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-46-56_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-46-56_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-51-00_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-51-00_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-51-56_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-51-56_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-53-13_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-53-13_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-54-09_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-54-09_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-55-16_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-55-16_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-56-25_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-56-25_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-57-15_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-57-15_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_09-58-05_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_09-58-05_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_10-01-10_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_10-01-10_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_10-02-00_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_10-02-00_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_10-02-53_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_10-02-53_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_10-03-44_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_10-03-44_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
aerosonicdb,000000_2022-12-11_10-04-48_0_0.wav,datasets\raw\aerosonicdb\audio\audio\0\000000_2022-12-11_10-04-48_0_0.wav,.wav,10.0,22050,1,PCM_16,0.421,OK
