dataset,relative_path,file_name,extension,binary_label,label_origin,size_bytes,sha256,drone_type,movement,rotation,distance_m,height_m,azimuth_deg,recording_start,recording_end,temperature_c,humidity_percent,wind_speed_ms,wind_direction_deg,latitude,longitude
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_069-bebop_000_.wav,B_S2_D1_069-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_069-bebop_001_.wav,B_S2_D1_069-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_069-bebop_002_.wav,B_S2_D1_069-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_069-bebop_003_.wav,B_S2_D1_069-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_069-bebop_004_.wav,B_S2_D1_069-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_070-bebop_000_.wav,B_S2_D1_070-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_070-bebop_001_.wav,B_S2_D1_070-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_070-bebop_002_.wav,B_S2_D1_070-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_070-bebop_003_.wav,B_S2_D1_070-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_070-bebop_004_.wav,B_S2_D1_070-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_071-bebop_000_.wav,B_S2_D1_071-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_071-bebop_001_.wav,B_S2_D1_071-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_071-bebop_002_.wav,B_S2_D1_071-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_071-bebop_003_.wav,B_S2_D1_071-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_071-bebop_004_.wav,B_S2_D1_071-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_072-bebop_000_.wav,B_S2_D1_072-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_072-bebop_001_.wav,B_S2_D1_072-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_072-bebop_002_.wav,B_S2_D1_072-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_072-bebop_003_.wav,B_S2_D1_072-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_072-bebop_004_.wav,B_S2_D1_072-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_073-bebop_000_.wav,B_S2_D1_073-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_073-bebop_001_.wav,B_S2_D1_073-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_073-bebop_002_.wav,B_S2_D1_073-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_073-bebop_003_.wav,B_S2_D1_073-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_073-bebop_004_.wav,B_S2_D1_073-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_074-bebop_000_.wav,B_S2_D1_074-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_074-bebop_001_.wav,B_S2_D1_074-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_074-bebop_002_.wav,B_S2_D1_074-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_074-bebop_003_.wav,B_S2_D1_074-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_074-bebop_004_.wav,B_S2_D1_074-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_075-bebop_000_.wav,B_S2_D1_075-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_075-bebop_001_.wav,B_S2_D1_075-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_075-bebop_002_.wav,B_S2_D1_075-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_075-bebop_003_.wav,B_S2_D1_075-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_075-bebop_004_.wav,B_S2_D1_075-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_076-bebop_000_.wav,B_S2_D1_076-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_076-bebop_001_.wav,B_S2_D1_076-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_076-bebop_002_.wav,B_S2_D1_076-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_076-bebop_003_.wav,B_S2_D1_076-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_076-bebop_004_.wav,B_S2_D1_076-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_077-bebop_000_.wav,B_S2_D1_077-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_077-bebop_001_.wav,B_S2_D1_077-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_077-bebop_002_.wav,B_S2_D1_077-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_077-bebop_003_.wav,B_S2_D1_077-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_077-bebop_004_.wav,B_S2_D1_077-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_078-bebop_000_.wav,B_S2_D1_078-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_078-bebop_001_.wav,B_S2_D1_078-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_078-bebop_002_.wav,B_S2_D1_078-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_078-bebop_003_.wav,B_S2_D1_078-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_078-bebop_004_.wav,B_S2_D1_078-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_079-bebop_000_.wav,B_S2_D1_079-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_079-bebop_001_.wav,B_S2_D1_079-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_079-bebop_002_.wav,B_S2_D1_079-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_079-bebop_003_.wav,B_S2_D1_079-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_079-bebop_004_.wav,B_S2_D1_079-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_080-bebop_000_.wav,B_S2_D1_080-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_080-bebop_001_.wav,B_S2_D1_080-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_080-bebop_002_.wav,B_S2_D1_080-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_080-bebop_003_.wav,B_S2_D1_080-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_080-bebop_004_.wav,B_S2_D1_080-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_081-bebop_000_.wav,B_S2_D1_081-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_081-bebop_001_.wav,B_S2_D1_081-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_081-bebop_002_.wav,B_S2_D1_081-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_081-bebop_003_.wav,B_S2_D1_081-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_081-bebop_004_.wav,B_S2_D1_081-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_082-bebop_000_.wav,B_S2_D1_082-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_082-bebop_001_.wav,B_S2_D1_082-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_082-bebop_002_.wav,B_S2_D1_082-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_082-bebop_003_.wav,B_S2_D1_082-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_082-bebop_004_.wav,B_S2_D1_082-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_083-bebop_000_.wav,B_S2_D1_083-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_083-bebop_001_.wav,B_S2_D1_083-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_083-bebop_002_.wav,B_S2_D1_083-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_083-bebop_003_.wav,B_S2_D1_083-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_083-bebop_004_.wav,B_S2_D1_083-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_084-bebop_000_.wav,B_S2_D1_084-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_084-bebop_001_.wav,B_S2_D1_084-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_084-bebop_002_.wav,B_S2_D1_084-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_084-bebop_003_.wav,B_S2_D1_084-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_084-bebop_004_.wav,B_S2_D1_084-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_085-bebop_000_.wav,B_S2_D1_085-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_085-bebop_001_.wav,B_S2_D1_085-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_085-bebop_002_.wav,B_S2_D1_085-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_085-bebop_003_.wav,B_S2_D1_085-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_085-bebop_004_.wav,B_S2_D1_085-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_086-bebop_000_.wav,B_S2_D1_086-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_086-bebop_001_.wav,B_S2_D1_086-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_086-bebop_002_.wav,B_S2_D1_086-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_086-bebop_003_.wav,B_S2_D1_086-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_086-bebop_004_.wav,B_S2_D1_086-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_087-bebop_000_.wav,B_S2_D1_087-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_087-bebop_001_.wav,B_S2_D1_087-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_087-bebop_002_.wav,B_S2_D1_087-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_087-bebop_003_.wav,B_S2_D1_087-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_087-bebop_004_.wav,B_S2_D1_087-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_088-bebop_000_.wav,B_S2_D1_088-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_088-bebop_001_.wav,B_S2_D1_088-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_088-bebop_002_.wav,B_S2_D1_088-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_088-bebop_003_.wav,B_S2_D1_088-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_088-bebop_004_.wav,B_S2_D1_088-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_089-bebop_000_.wav,B_S2_D1_089-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_089-bebop_001_.wav,B_S2_D1_089-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_089-bebop_002_.wav,B_S2_D1_089-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_089-bebop_003_.wav,B_S2_D1_089-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_089-bebop_004_.wav,B_S2_D1_089-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_090-bebop_000_.wav,B_S2_D1_090-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_090-bebop_001_.wav,B_S2_D1_090-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_090-bebop_002_.wav,B_S2_D1_090-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_090-bebop_003_.wav,B_S2_D1_090-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_090-bebop_004_.wav,B_S2_D1_090-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_091-bebop_000_.wav,B_S2_D1_091-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_091-bebop_001_.wav,B_S2_D1_091-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_091-bebop_002_.wav,B_S2_D1_091-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_091-bebop_003_.wav,B_S2_D1_091-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_091-bebop_004_.wav,B_S2_D1_091-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_092-bebop_000_.wav,B_S2_D1_092-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
